,Short_Ticker,Name,Sector
1257,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1258,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1259,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1260,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1261,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1262,FBND,Fidelity Total Bond ETF,Total Bond Market
1263,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1264,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1265,FCA,First Trust China AlphaDEX Fund,China Equities
1266,FCAL,First Trust California Municipal High Income ETF,California Munis
1267,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1268,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1269,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1270,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1271,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1272,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1273,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1274,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1275,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1276,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1277,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1278,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1279,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1280,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1281,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1282,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1283,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1284,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1285,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1286,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1287,FBND,Fidelity Total Bond ETF,Total Bond Market
1288,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1289,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1290,FCA,First Trust China AlphaDEX Fund,China Equities
1291,FCAL,First Trust California Municipal High Income ETF,California Munis
1292,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1293,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1294,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1295,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1296,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1297,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1298,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1299,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1300,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1301,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1302,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1303,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1304,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1305,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1306,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1307,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1308,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1309,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1310,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1311,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1312,FBND,Fidelity Total Bond ETF,Total Bond Market
1313,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1314,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1315,FCA,First Trust China AlphaDEX Fund,China Equities
1316,FCAL,First Trust California Municipal High Income ETF,California Munis
1317,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1318,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1319,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1320,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1321,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1322,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1323,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1324,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1325,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1326,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1327,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1328,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1329,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1330,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1331,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1332,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1333,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1334,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1335,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1336,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1337,FBND,Fidelity Total Bond ETF,Total Bond Market
1338,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1339,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1340,FCA,First Trust China AlphaDEX Fund,China Equities
1341,FCAL,First Trust California Municipal High Income ETF,California Munis
1342,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1343,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1344,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1345,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1346,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1347,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1348,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1349,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1350,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1351,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1352,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1353,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1354,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1355,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1356,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1357,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1358,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1359,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1360,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1361,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1362,FBND,Fidelity Total Bond ETF,Total Bond Market
1363,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1364,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1365,FCA,First Trust China AlphaDEX Fund,China Equities
1366,FCAL,First Trust California Municipal High Income ETF,California Munis
1367,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1368,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1369,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1370,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1371,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1372,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1373,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1374,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1375,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1376,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1377,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1378,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1379,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1380,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1381,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1382,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1383,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1384,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1385,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1386,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1387,FBND,Fidelity Total Bond ETF,Total Bond Market
1388,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1389,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1390,FCA,First Trust China AlphaDEX Fund,China Equities
1391,FCAL,First Trust California Municipal High Income ETF,California Munis
1392,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1393,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1394,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1395,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1396,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1397,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1398,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1399,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1400,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1401,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1402,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1403,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1404,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1405,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1406,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1407,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1408,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1409,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1410,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1411,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1412,FBND,Fidelity Total Bond ETF,Total Bond Market
1413,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1414,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1415,FCA,First Trust China AlphaDEX Fund,China Equities
1416,FCAL,First Trust California Municipal High Income ETF,California Munis
1417,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1418,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1419,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1420,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1421,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1422,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1423,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1424,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1425,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1426,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1427,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1428,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1429,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1430,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1431,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1432,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1433,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1434,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1435,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1436,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1437,FBND,Fidelity Total Bond ETF,Total Bond Market
1438,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1439,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1440,FCA,First Trust China AlphaDEX Fund,China Equities
1441,FCAL,First Trust California Municipal High Income ETF,California Munis
1442,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1443,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1444,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1445,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1446,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1447,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1448,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1449,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1450,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1451,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1452,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1453,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1454,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1455,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1456,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1457,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1458,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1459,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1460,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1461,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1462,FBND,Fidelity Total Bond ETF,Total Bond Market
1463,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1464,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1465,FCA,First Trust China AlphaDEX Fund,China Equities
1466,FCAL,First Trust California Municipal High Income ETF,California Munis
1467,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1468,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1469,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1470,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1471,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1472,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1473,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1474,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1475,FAAR,First Trust Alternative Absolute Return Strategy Fund,Commodities
1476,FAB,First Trust Multi Cap Value AlphaDEX Fund,All Cap Equities
1477,FAD,First Trust Multi Cap Growth AlphaDEX Fund,All Cap Equities
1478,FAIL,Cambria Global Tail Risk ETF,International Government Bonds
1479,FALN,iShares U.S. Fallen Angels USD Bond ETF,High Yield Bonds
1480,FAN,First Trust ISE Global Wind Energy Index Fund,Alternative Energy Equities
1481,FAS,Direxion Daily Financial Bull 3X Shares,Leveraged Equities
1482,FAUG,FT Cboe Vest U.S. Equity Buffer ETF - August,Large Cap Blend Equities
1483,FAZ,Direxion Daily Financial Bear 3X Shares,Leveraged Equities
1484,FBCG,Fidelity Blue Chip Growth ETF,Large Cap Growth Equities
1485,FBCV,Fidelity Blue Chip Value ETF,Large Cap Blend Equities
1486,FBGX,UBS AG FI Enhanced Large Cap Growth ETN,Leveraged Equities
1487,FBND,Fidelity Total Bond ETF,Total Bond Market
1488,FBT,First Trust Amex Biotechnology Index,Health & Biotech Equities
1489,FBZ,First Trust Brazil AlphaDEX Fund,Latin America Equities
1490,FCA,First Trust China AlphaDEX Fund,China Equities
1491,FCAL,First Trust California Municipal High Income ETF,California Munis
1492,FCEF,First Trust CEF Income Opportunity ETF,Diversified Portfolio
1493,FCG,First Trust ISE-Revere Natural Gas Index Fund,Energy Equities
1494,FCOM,Fidelity MSCI Communication Services Index ETF,Large Cap Growth Equities
1495,FCOR,Fidelity Corporate Bond ETF,Corporate Bonds
1496,FCPI,Fidelity Stocks for Inflation ETF,All Cap Equities
1497,FCTR,First Trust Lunt U.S. Factor Rotation ETF,Large Cap Growth Equities
1498,FCVT,First Trust SSI Strategic Convertible Securities ETF,Preferred Stock/Convertible Bonds
1499,FDD,First Trust STOXX European Select Dividend Index Fund,Europe Equities
1500,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1501,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1502,GAMR,ETFMG Video Game Tech ETF,Global Equities
1503,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1504,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1505,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1506,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1507,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1508,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1509,GBUG,iPath Gold ETN,Precious Metals
1510,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1511,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1512,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
1513,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
1514,GDX,VanEck Vectors Gold Miners ETF,Materials
1515,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
1516,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
1517,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
1518,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
1519,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
1520,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
1521,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities
1522,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
1523,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
1524,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
1525,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1526,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1527,GAMR,ETFMG Video Game Tech ETF,Global Equities
1528,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1529,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1530,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1531,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1532,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1533,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1534,GBUG,iPath Gold ETN,Precious Metals
1535,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1536,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1537,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
1538,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
1539,GDX,VanEck Vectors Gold Miners ETF,Materials
1540,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
1541,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
1542,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
1543,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
1544,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
1545,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
1546,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities
1547,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
1548,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
1549,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
1550,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1551,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1552,GAMR,ETFMG Video Game Tech ETF,Global Equities
1553,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1554,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1555,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1556,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1557,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1558,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1559,GBUG,iPath Gold ETN,Precious Metals
1560,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1561,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1562,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
1563,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
1564,GDX,VanEck Vectors Gold Miners ETF,Materials
1565,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
1566,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
1567,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
1568,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
1569,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
1570,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
1571,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities
1572,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
1573,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
1574,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
1575,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1576,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1577,GAMR,ETFMG Video Game Tech ETF,Global Equities
1578,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1579,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1580,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1581,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1582,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1583,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1584,GBUG,iPath Gold ETN,Precious Metals
1585,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1586,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1587,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
1588,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
1589,GDX,VanEck Vectors Gold Miners ETF,Materials
1590,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
1591,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
1592,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
1593,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
1594,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
1595,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
1596,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities
1597,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
1598,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
1599,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
1600,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1601,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1602,GAMR,ETFMG Video Game Tech ETF,Global Equities
1603,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1604,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1605,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1606,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1607,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1608,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1609,GBUG,iPath Gold ETN,Precious Metals
1610,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1611,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1612,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
1613,GDMA,Gadsden Dynamic Multi-Asset ETF,Hedge Fund
1614,GDX,VanEck Vectors Gold Miners ETF,Materials
1615,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETN,Inverse Equities
1616,GDXJ,VanEck Vectors Junior Gold Miners ETF,Materials
1617,GDXU,MicroSectors Gold Miners 3X Leveraged ETN,Leveraged Equities
1618,GEM,Goldman Sachs ActiveBeta Emerging Markets Equity ETF,Emerging Markets Equities
1619,GENY,Principal Millennials Index ETF,Large Cap Growth Equities
1620,GERM,ETFMG Treatments Testing and Advancements ETF,All Cap Equities
1621,GGRW,Gabelli Growth Innovators ETF,Large Cap Growth Equities
1622,GHYB,Goldman Sachs Access High Yield Corporate Bond ETF,High Yield Bonds
1623,GHYG,iShares Global High Yield Corporate Bond ETF,High Yield Bonds
1624,GIGB,Goldman Sachs Access Investment Grade Corporate Bond ETF,Corporate Bonds
1625,GAA,Cambria Global Asset Allocation ETF,Diversified Portfolio
1626,GAL,SPDR SSgA Global Allocation ETF,Diversified Portfolio
1627,GAMR,ETFMG Video Game Tech ETF,Global Equities
1628,GAZ,iPath Series B Bloomberg Natural Gas Subindex Total Return ETN,Oil & Gas
1629,GBDV,Global Beta Smart Income ETF,Large Cap Value Equities
1630,GBF,iShares Government/Credit Bond ETF,Total Bond Market
1631,GBGR,Global Beta Momentum-Growth ETF,Large Cap Growth Equities
1632,GBIL,Goldman Sachs Treasury Access 0-1 Year ETF,Government Bonds
1633,GBLO,Global Beta Low Beta ETF,Large Cap Blend Equities
1634,GBUG,iPath Gold ETN,Precious Metals
1635,GCC,WisdomTree Enhanced Commodity Strategy Fund,Commodities
1636,GCOR,Goldman Sachs Access U.S. Aggregate Bond ETF,Total Bond Market
1637,GCOW,Pacer Global Cash Cows Dividend ETF,Large Cap Value Equities
