,Short_Ticker,Name,Sector
2158,DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,
2159,DFFN,Diffusion Pharmaceuticals Inc. Common Stock,Health Care
2160,DFHT,Deerfield Healthcare Technology Acquisitions Corp. Class A Common Stock,Health Care
2161,DFHTU,Deerfield Healthcare Technology Acquisitions Corp. Unit,Health Care
2162,DFHY,TrimTabs Donoghue Forlines Tactical High Yield ETF,
2163,DFIN,Donnelley Financial Solutions Inc. Common Stock ,Consumer Services
2164,DFNS,LGL Systems Acquisition Corp. Common Stock,Finance
2165,DFNV,TrimTabs Donoghue Forlines Risk Managed Innovation ETF,
2166,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,
2167,DFPH,DFP Healthcare Acquisitions Corp. Class A Common Stock,Finance
2168,DFPHU,DFP Healthcare Acquisitions Corp. Unit,Finance
2169,DFS,Discover Financial Services Common Stock,Finance
2170,DG,Dollar General Corporation Common Stock,Consumer Services
2171,DGICA,Donegal Group Inc. Class A Common Stock,Finance
2172,DGICB,Donegal Group Inc. Class B Common Stock,Finance
2173,DGII,Digi International Inc. Common Stock,Technology
2174,DGLY,Digital Ally Inc. Common Stock,Technology
2175,DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,Technology
2176,DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,Finance
2177,DGX,Quest Diagnostics Incorporated Common Stock,Health Care
2178,DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,Consumer Services
2179,DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,Consumer Services
2180,DHF,BNY Mellon High Yield Strategies Fund Common Stock,
2181,DHI,D.R. Horton Inc. Common Stock,Capital Goods
2182,DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,Finance
2183,DHR,Danaher Corporation Common Stock,Capital Goods
2184,DHT,DHT Holdings Inc.,Transportation
2185,DHX,DHI Group Inc. Common Stock,Miscellaneous
2186,DHY,Credit Suisse High Yield Bond Fund Common Stock,
2187,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,
2188,DIN,Dine Brands Global Inc. Common Stock,Consumer Services
2189,DIOD,Diodes Incorporated Common Stock,Technology
2190,DIS,Walt Disney Company (The) Common Stock,Consumer Services
2191,DISCA,Discovery Inc. Series A Common Stock,Consumer Services
2192,DISCB,Discovery Inc. Series B Common Stock,Consumer Services
2193,DISCK,Discovery Inc. Series C Common Stock,Consumer Services
2194,DISH,DISH Network Corporation Class A Common Stock,Consumer Services
2195,DIT,AMCON Distributing Company Common Stock,Consumer Non-Durables
2196,DJCO,Daily Journal Corp. (S.C.) Common Stock,Consumer Services
2197,DJUL,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,
2198,DJUN,FT Cboe Vest U.S. Equity Deep Buffer ETF - June,
2199,DK,Delek US Holdings Inc. Common Stock,Energy
2200,DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,Energy
2201,DKNG,DraftKings Inc. Class A Common Stock,Consumer Services
2202,DKS,Dick's Sporting Goods Inc Common Stock,Consumer Services
2203,DLA,Delta Apparel Inc. Common Stock,Consumer Non-Durables
2204,DLB,Dolby Laboratories Common Stock,Miscellaneous
2205,DLHC,DLH Holdings Corp.,Technology
2206,DLNG,Dynagas LNG Partners LP Common Units,Consumer Services
2207,DLPN,Dolphin Entertainment Inc. Common Stock,Consumer Services
2208,DLR,Digital Realty Trust Inc. Common Stock,Consumer Services
2209,DLTH,Duluth Holdings Inc. Class B Common Stock,Consumer Services
2210,DLTR,Dollar Tree Inc. Common Stock,Consumer Services
2211,DLX,Deluxe Corporation Common Stock,Consumer Durables
2212,DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,
2213,DM,Desktop Metal Inc. Class A Common Stock,Technology
2214,DMAC,DiaMedica Therapeutics Inc. Common Stock,Health Care
2215,DMAY,FT Cboe Vest U.S. Equity Deep Buffer ETF - May,
2216,DMB,BNY Mellon Municipal Bond Infrastructure Fund Inc. Common Stock,
2217,DMF,BNY Mellon Municipal Income Inc. Common Stock,
2218,DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,Energy
2219,DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,
2220,DMRC,Digimarc Corporation Common Stock,Technology
2221,DMS,Digital Media Solutions Inc. Class A Ordinary Shares,Miscellaneous
2222,DMTK,DermTech Inc. Common Stock,Health Care
2223,DMYD,dMY Technology Group Inc. II Class A Common Stock,Finance
2224,DMYI,dMY Technology Group Inc. III Class A Common Stock,Finance
2225,DNB,Dun & Bradstreet Holdings Inc. Common Stock,Finance
2226,DNLI,Denali Therapeutics Inc. Common Stock,Health Care
2227,DNMR,Danimer Scientific Inc. Common Stock,Basic Industries
2228,DNN,Denison Mines Corp Ordinary Shares (Canada),Basic Industries
2229,DNOV,FT Cboe Vest U.S. Equity Deep Buffer ETF - November,
2230,DNOW,NOW Inc. Common Stock,Energy
2231,DNP,DNP Select Income Fund Inc. Common Stock,
2232,DOC,Physicians Realty Trust Common Shares of Beneficial Interest,Consumer Services
2233,DOCT,FT Cboe Vest U.S. Equity Deep Buffer ETF - October,
2234,DOCU,DocuSign Inc. Common Stock,Technology
2235,DOGZ,Dogness (International) Corporation Class A Common Stock,Consumer Durables
2236,DOMO,Domo Inc. Class B Common Stock,Technology
2237,DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,Capital Goods
2238,DOOR,Masonite International Corporation Ordinary Shares (Canada),Basic Industries
2239,DORM,Dorman Products Inc. Common Stock,Capital Goods
2240,DOV,Dover Corporation Common Stock,Technology
2241,DOW,Dow Inc. Common Stock ,Basic Industries
2242,DOX,Amdocs Limited Ordinary Shares,Technology
2243,DOYU,DouYu International Holdings Limited ADS,Technology
2244,DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,
2245,DPW,Ault Global Holdings Inc. Common Stock,Capital Goods
2246,DPZ,Domino's Pizza Inc Common Stock,Consumer Non-Durables
2247,DQ,DAQO New Energy Corp. American Depositary Shares each representing five ordinary shares,Technology
2248,DRD,DRDGOLD Limited American Depositary Shares,Basic Industries
2249,DRE,Duke Realty Corporation Common Stock,Consumer Services
2250,DRH,Diamondrock Hospitality Company Common Stock,Consumer Services
2251,DRI,Darden Restaurants Inc. Common Stock,Consumer Services
2252,DRIO,DarioHealth Corp. Common Stock,Health Care
2253,DRNA,Dicerna Pharmaceuticals Inc. Common Stock,Health Care
2254,DRQ,Dril-Quip Inc. Common Stock,Energy
2255,DRRX,DURECT Corporation Common Stock,Health Care
2256,DRTT,DIRTT Environmental Solutions Ltd. Common Shares,Technology
2257,DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,Public Utilities
2258,DS,Drive Shack Inc.,Consumer Services
2259,DSAC,Duddell Street Acquisition Corp. Class A Ordinary Shares,Finance
2260,DSACU,Duddell Street Acquisition Corp. Unit,Finance
2261,DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,
2262,DSEP,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,
2263,DSGX,Descartes Systems Group Inc. (The) Common Stock,Technology
2264,DSKE,Daseke Inc. Common Stock,Consumer Services
2265,DSL,DoubleLine Income Solutions Fund Common Shares of Beneficial Interests,
2266,DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,
2267,DSOC,Innovator Double Stacker ETF - October,
2268,DSPG,DSP Group Inc. Common Stock,Technology
2269,DSS,Document Security Systems Inc. Common Stock,Consumer Durables
2270,DSSI,Diamond S Shipping Inc. Common Stock ,Consumer Services
2271,DSU,Blackrock Debt Strategies Fund Inc. Common Stock,
2272,DSWL,Deswell Industries Inc. Common Shares,Consumer Non-Durables
2273,DSX,Diana Shipping inc. common stock,Transportation
2274,DT,Dynatrace Inc. Common Stock,Technology
2275,DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,Public Utilities
2276,DTE,DTE Energy Company Common Stock,Public Utilities
2277,DTEA,DAVIDsTEA Inc. Common Stock,Consumer Non-Durables
2278,DTF,DTF Tax-Free Income Inc. Common Stock,
2279,DTIL,Precision BioSciences Inc. Common Stock,Health Care
2280,DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,Public Utilities
2281,DTP,DTE Energy Company 6.25% Corporate Units,Public Utilities
2282,DTSS,Datasea Inc. Common Stock,Technology
2283,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,Public Utilities
2284,DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,Public Utilities
2285,DUDE,Merlyn.AI SectorSurfer Momentum ETF,
2286,DUK,Duke Energy Corporation (Holding Company) Common Stock,Public Utilities
2287,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,Public Utilities
2288,DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,Public Utilities
2289,DUNEU,Dune Acquisition Corporation Unit,Finance
2290,DUO,Fangdd Network Group Ltd. American Depositary Shares,Finance
2291,DUOT,Duos Technologies Group Inc. Common Stock,Technology
2292,DVA,DaVita Inc. Common Stock,Health Care
2293,DVAX,Dynavax Technologies Corporation Common Stock,Health Care
2294,DVD,Dover Motorsports Inc. Common Stock,Consumer Services
2295,DVN,Devon Energy Corporation Common Stock,Energy
2296,DWSN,Dawson Geophysical Company Common Stock,Energy
2297,DX,Dynex Capital Inc. Common Stock,Consumer Services
2298,DXC,DXC Technology Company Common Stock ,Technology
2299,DXCM,DexCom Inc. Common Stock,Health Care
2300,DXF,Dunxin Financial Holdings Limited American Depositary Shares,Finance
2301,DXPE,DXP Enterprises Inc. Common Stock,Capital Goods
2302,DXR,Daxor Corporation Common Stock,Health Care
2303,DXYN,Dixie Group Inc. (The) Common Stock,Consumer Durables
2304,DY,Dycom Industries Inc. Common Stock,Basic Industries
2305,DYAI,Dyadic International Inc. Common Stock,Health Care
2306,DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust Common Shares of Beneficial Interest,
2307,DYN,Dyne Therapeutics Inc. Common Stock,Health Care
2308,DYNT,Dynatronics Corporation Common Stock,Health Care
2309,DZSI,DZS Inc. Common Stock,Public Utilities
2310,E,ENI S.p.A. Common Stock,Energy
2311,EA,Electronic Arts Inc. Common Stock,Technology
2312,EAD,Wells Fargo Income Opportunities Fund Common Shares,
2313,EAF,GrafTech International Ltd. Common Stock,Energy
2314,EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,Public Utilities
2315,EAR,Eargo Inc. Common Stock,Health Care
2316,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,Consumer Services
2317,EARS,Auris Medical Holding Ltd. Common Shares 0.01 SF (Bermuda),Health Care
2318,EAST,Eastside Distilling Inc. Common Stock,Consumer Non-Durables
2319,EAT,Brinker International Inc. Common Stock,Consumer Services
2320,EB,Eventbrite Inc. Class A Common Stock,Technology
2321,EBAY,eBay Inc. Common Stock,Miscellaneous
2322,EBC,Eastern Bankshares Inc. Common Stock,Finance
2323,EBF,Ennis Inc. Common Stock,Consumer Services
2324,EBIX,Ebix Inc. Common Stock,Technology
2325,EBMT,Eagle Bancorp Montana Inc. Common Stock,Finance
2326,EBON,Ebang International Holdings Inc. Class A Ordinary Shares,Technology
2327,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),Public Utilities
2328,EBS,Emergent Biosolutions Inc. Common Stock,Health Care
2329,EBSB,Meridian Bancorp Inc. Common Stock,Finance
2330,EBTC,Enterprise Bancorp Inc Common Stock,Finance
2331,EC,Ecopetrol S.A. American Depositary Shares,Energy
2332,ECC           ,Eagle Point Credit Company Inc. Common Stock,
2333,ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,
2334,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,
2335,ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,
2336,ECF,Ellsworth Growth and Income Fund Ltd.,
2337,ECHO,Echo Global Logistics Inc. Common Stock,Transportation
2338,ECL,Ecolab Inc. Common Stock,Basic Industries
2339,ECOL,US Ecology Inc Common Stock,Public Utilities
2340,ECOM          ,ChannelAdvisor Corporation Common Stock,Technology
2341,ECOR,electroCore Inc. Common Stock,Health Care
2342,ECPG,Encore Capital Group Inc Common Stock,Finance
2343,ED,Consolidated Edison Inc. Common Stock,Public Utilities
2344,EDAP,EDAP TMS S.A. American Depositary Shares,Health Care
2345,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,
2346,EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,
2347,EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,
2348,EDIT,Editas Medicine Inc. Common Stock,Health Care
2349,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Public Utilities
2350,EDRY,EuroDry Ltd. Common Shares ,Consumer Services
2351,EDSA,Edesa Biotech Inc. Common Shares,Health Care
2352,EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,Consumer Services
2353,EDTXU,EdtechX Holdings Acquisition Corp. II Unit,Finance
2354,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),Consumer Services
2355,EDUC,Educational Development Corporation Common Stock,Consumer Durables
2356,EEA,The European Equity Fund Inc. Common Stock,
2357,EEFT,Euronet Worldwide Inc. Common Stock,Finance
2358,EEX,Emerald Holding Inc. Common Stock,Miscellaneous
2359,EFC,Ellington Financial Inc. Common Stock ,Finance
2360,EFF,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest,
2361,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,
2362,EFOI,Energy Focus Inc. Common Stock,Consumer Durables
2363,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,
2364,EFSC,Enterprise Financial Services Corporation Common Stock,Finance
2365,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,
2366,EFX,Equifax Inc. Common Stock,Finance
2367,EGAN,eGain Corporation Common Stock,Technology
2368,EGBN,Eagle Bancorp Inc. Common Stock,Finance
2369,EGF,Blackrock Enhanced Government Fund Inc. Common Stock,
2370,EGHT,8x8 Inc Common Stock,Technology
2371,EGIS,2ndVote Society Defended ETF,
2372,EGLE,Eagle Bulk Shipping Inc. Common Stock,Transportation
2373,EGO,Eldorado Gold Corporation Ordinary Shares,Basic Industries
2374,EGOV,NIC Inc Common Stock,Miscellaneous
2375,EGP,EastGroup Properties Inc. Common Stock,Consumer Services
2376,EGRX,Eagle Pharmaceuticals Inc. Common Stock,Health Care
2377,EGY,VAALCO Energy Inc.  Common Stock,Energy
2378,EH,EHang Holdings Limited ADS,Capital Goods
2379,EHC,Encompass Health Corporation Common Stock,Health Care
2380,EHI,Western Asset Global High Income Fund Inc Common Stock,
2381,EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest,
2382,EHTH,eHealth Inc. Common Stock,Finance
2383,EIC,Eagle Point Income Company Inc. Common Stock,
2384,EIG,Employers Holdings Inc Common Stock,Finance
2385,EIGR,Eiger BioPharmaceuticals Inc. Common Stock,Health Care
2386,EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,
2387,EIX,Edison International Common Stock,Public Utilities
2388,EKSO,Ekso Bionics Holdings Inc. Common Stock,Capital Goods
2389,EL,Estee Lauder Companies Inc. (The) Common Stock,Consumer Non-Durables
2390,ELA,Envela Corporation Common Stock,Consumer Services
2391,ELAN,Elanco Animal Health Incorporated Common Stock,Health Care
2392,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,Health Care
2393,ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,Public Utilities
2394,ELDN,Eledon Pharmaceuticals Inc. Common Stock,Health Care
2395,ELF,e.l.f. Beauty Inc. Common Stock,Consumer Non-Durables
2396,ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Public Utilities
2397,ELMD,Electromed Inc. Common Stock,Health Care
2398,ELOX,Eloxx Pharmaceuticals Inc. Common Stock,Health Care
2399,ELP,Companhia Paranaense de Energia (COPEL) Common Stock,Public Utilities
2400,ELS,Equity Lifestyle Properties Inc. Common Stock,Consumer Services
2401,ELSE,Electro-Sensors Inc. Common Stock,Capital Goods
2402,ELTK,Eltek Ltd. Ordinary Shares,Technology
2403,ELVT,Elevate Credit Inc. Common Stock,Finance
2404,ELY,Callaway Golf Company Common Stock,Consumer Non-Durables
2405,ELYS,Elys Game Technology Corp. Common Stock,Technology
2406,EMAN,eMagin Corporation Common Stock,Technology
2407,EMCF,Emclaire Financial Corp Common Stock,Finance
2408,EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,
2409,EME,EMCOR Group Inc. Common Stock,Capital Goods
2410,EMF,Templeton Emerging Markets Fund Common Stock,
2411,EMKR,EMCORE Corporation Common Stock,Technology
2412,EML,Eastern Company (The) Common Stock,Capital Goods
2413,EMN,Eastman Chemical Company Common Stock,Basic Industries
2414,EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,
2415,EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,Public Utilities
2416,EMPW,Empower Ltd. Class A Ordinary Shares,Finance
2417,EMR,Emerson Electric Company Common Stock,Energy
2418,EMX,EMX Royalty Corporation Common Shares (Canada),Basic Industries
2419,ENB,Enbridge Inc Common Stock,Energy
2420,ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,Energy
2421,ENBL,Enable Midstream Partners LP Common Units representing limited partner interests,Public Utilities
2422,ENDP,Endo International plc Ordinary Shares,Health Care
2423,ENG,ENGlobal Corporation Common Stock,Consumer Services
2424,ENIA,Enel Americas S.A. American Depositary Shares,Public Utilities
2425,ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Public Utilities
2426,ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,Public Utilities
2427,ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,Public Utilities
2428,ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Health Care
2429,ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,Public Utilities
2430,ENOB,Enochian Biosciences Inc. Common Stock,Health Care
2431,ENPC,Executive Network Partnering Corporation Class A Common Stock,Finance
2432,ENPH,Enphase Energy Inc. Common Stock,Technology
2433,ENR,Energizer Holdings Inc. Common Stock,Miscellaneous
2434,ENS,EnerSys Common Stock,Miscellaneous
2435,ENSG,The Ensign Group Inc. Common Stock,Health Care
2436,ENSV,Enservco Corporation Common Stock,Energy
2437,ENTA,Enanta Pharmaceuticals Inc. Common Stock,Health Care
2438,ENTG,Entegris Inc. Common Stock,Consumer Non-Durables
2439,ENTX,Entera Bio Ltd. Ordinary Shares,Health Care
2440,ENV,Envestnet Inc Common Stock,Miscellaneous
2441,ENVA,Enova International Inc. Common Stock,Finance
2442,ENVB,Enveric Biosciences Inc. Common Stock,Technology
2443,ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,
2444,ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),Health Care
2445,EOD,Wells Fargo Global Dividend Opportunity Fund,
2446,EOG,EOG Resources Inc. Common Stock,Energy
2447,EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,
2448,EOLS,Evolus Inc. Common Stock,Health Care
2449,EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,
2450,EOSE,Eos Energy Enterprises Inc. Class A Common Stock,Miscellaneous
2451,EOSEW,Eos Energy Enterprises Inc. Warrant,Miscellaneous
2452,EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,
2453,EPAC,Enerpac Tool Group Corp. Common Stock,Technology
2454,EPAM,EPAM Systems Inc. Common Stock,Technology
2455,EPAY,Bottomline Technologies Inc. Common Stock,Technology
2456,EPC,Edgewell Personal Care Company Common Stock,Consumer Non-Durables
2457,EPD,Enterprise Products Partners L.P. Common Stock,Public Utilities
2458,EPIX,ESSA Pharma Inc. Common Stock,Health Care
2459,EPM,Evolution Petroleum Corporation Inc. Common Stock,Energy
2460,EPR,EPR Properties Common Stock,Consumer Services
2461,EPRT,Essential Properties Realty Trust Inc. Common Stock,Consumer Services
2462,EPSN,Epsilon Energy Ltd. Common Share,Energy
2463,EPZM,Epizyme Inc. Common Stock,Health Care
2464,EQ,Equillium Inc. Common Stock,Health Care
2465,EQBK,Equity Bancshares Inc. Class A Common Stock,Finance
2466,EQC,Equity Commonwealth Common Shares of Beneficial Interest,Consumer Services
2467,EQD,Equity Distribution Acquisition Corp. Class A Common Stock,Finance
2468,EQH,Equitable Holdings Inc. Common Stock,Finance
2469,EQIX,Equinix Inc. Common Stock REIT,Consumer Services
2470,EQNR,Equinor ASA,Energy
2471,EQOS,Diginex Limited Ordinary Shares,Finance
2472,EQR,Equity Residential Common Shares of Beneficial Interest,Consumer Services
2473,EQS,Equus Total Return Inc. Common Stock,
2474,EQT,EQT Corporation Common Stock,Energy
2475,EQX,Equinox Gold Corp. Common Shares,Basic Industries
2476,ERC,Wells Fargo Multi-Sector Income Fund Common Stock no par value,
2477,ERES,East Resources Acquisition Company Class A Common Stock,Finance
2478,ERESU,East Resources Acquisition Company Unit,Finance
2479,ERF,Enerplus Corporation Common Stock,Energy
2480,ERH,Wells Fargo Utilities and High Income Fund,
2481,ERIC,Ericsson American Depositary Shares,Technology
2482,ERIE,Erie Indemnity Company Class A Common Stock,Finance
2483,ERII,Energy Recovery Inc. Common Stock,Technology
2484,ERJ,Embraer S.A. Common Stock,Capital Goods
2485,ERYP,Erytech Pharma S.A. American Depositary Shares,Health Care
2486,ES,Eversource Energy (D/B/A) Common Stock,Public Utilities
2487,ESBK,Elmira Savings Bank Elmira NY Common Stock,Finance
2488,ESCA,Escalade Incorporated Common Stock,Consumer Non-Durables
2489,ESE,ESCO Technologies Inc. Common Stock,Capital Goods
2490,ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Transportation
2491,ESGC,Eros STX Global Corporation A Ordinary Shares,Consumer Services
2492,ESGR,Enstar Group Limited Ordinary Shares,Finance
2493,ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Finance
2494,ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Finance
2495,ESI,Element Solutions Inc. Common Stock,Basic Industries
2496,ESLT,Elbit Systems Ltd. Ordinary Shares,Capital Goods
2497,ESNT,Essent Group Ltd. Common Shares,Finance
2498,ESP,Espey Mfg. & Electronics Corp. Common Stock,Capital Goods
2499,ESPR,Esperion Therapeutics Inc. Common Stock,Health Care
2500,ESQ,Esquire Financial Holdings Inc. Common Stock,Finance
2501,ESRT,Empire State Realty Trust Inc. Class A Common Stock,Consumer Services
2502,ESS,Essex Property Trust Inc. Common Stock,Consumer Services
2503,ESSA,ESSA Bancorp Inc. Common Stock,Finance
2504,ESSC,East Stone Acquisition Corporation Ordinary Shares,Technology
2505,ESSCU,East Stone Acquisition Corporation Unit,Technology
2506,ESTA,Establishment Labs Holdings Inc. Common Shares,Health Care
2507,ESTC,Elastic N.V. Ordinary Shares,Technology
2508,ESTE,Earthstone Energy Inc. Class A Common Stock,Energy
2509,ESXB,Community Bankers Trust Corporation Common Stock (VA),Finance
2510,ET,Energy Transfer LP Common Units ,Public Utilities
2511,ETAC,E.Merge Technology Acquisition Corp. Class A Common Stock,Finance
2512,ETACU,E.Merge Technology Acquisition Corp. Unit,Finance
2513,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,
2514,ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,
2515,ETH,Ethan Allen Interiors Inc. Common Stock,Consumer Durables
2516,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,
2517,ETM,Entercom Communications Corp. Common Stock,Consumer Services
2518,ETN,Eaton Corporation PLC Ordinary Shares,Technology
2519,ETNB,89bio Inc. Common Stock,Health Care
2520,ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,
2521,ETON,Eton Pharmaceuticals Inc. Common Stock,Health Care
2522,ETR,Entergy Corporation Common Stock,Public Utilities
2523,ETRN,Equitrans Midstream Corporation Common Stock ,Public Utilities
2524,ETSY,Etsy Inc. Common Stock,Miscellaneous
2525,ETTX,Entasis Therapeutics Holdings Inc. Common Stock,Health Care
2526,ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,
2527,ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,
2528,ETWO,E2open Parent Holdings Inc.Class A Common Stock,Technology
2529,ETX           ,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,
2530,ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,
2531,EUCR,Eucrates Biomedical Acquisition Corp. Ordinary Shares,Finance
2532,EUCRU,Eucrates Biomedical Acquisition Corp. Unit,Finance
2533,EURN,Euronav NV Ordinary Shares,Transportation
2534,EVA,Enviva Partners LP Common units representing limited partner interests,Basic Industries
2535,EVBG,Everbridge Inc. Common Stock,Technology
2536,EVBN,Evans Bancorp Inc. Common Stock,Finance
2537,EVC,Entravision Communications Corporation Common Stock,Consumer Services
2538,EVER,EverQuote Inc. Class A Common Stock,Technology
2539,EVF,Eaton Vance Senior Income Trust Common Stock,
2540,EVFM,Evofem Biosciences Inc. Common Stock,Health Care
2541,EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,
2542,EVGN,Evogene Ltd Ordinary Shares,Basic Industries
2543,EVH,Evolent Health Inc Class A Common Stock,Consumer Services
2544,EVI,EVI Industries Inc.  Common Stock,Consumer Services
2545,EVK,Ever-Glory International Group Inc. Common Stock,Consumer Non-Durables
2546,EVLO,Evelo Biosciences Inc. Common Stock,Health Care
2547,EVM,Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,
2548,EVN,Eaton Vance Municipal Income Trust Common Stock,
2549,EVOK,Evoke Pharma Inc. Common Stock,Health Care
2550,EVOL,Evolving Systems Inc. Common Stock,Technology
2551,EVOP,EVO Payments Inc. Class A Common Stock,Miscellaneous
2552,EVR,Evercore Inc. Class A Common Stock,Finance
2553,EVRG,Evergy Inc. Common Stock,Public Utilities
2554,EVRI,Everi Holdings Inc. Common Stock,Consumer Services
2555,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,
2556,EVTC,Evertec Inc. Common Stock,Technology
2557,EVV,Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest,
2558,EVY,Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest,
2559,EW,Edwards Lifesciences Corporation Common Stock,Health Care
2560,EWBC,East West Bancorp Inc. Common Stock,Finance
2561,EXAS,Exact Sciences Corporation Common Stock,Health Care
2562,EXC,Exelon Corporation Common Stock,Public Utilities
2563,EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,
