Symbol,Name,Sector
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,Finance
RZLT,Rezolute Inc. Common Stock,Health Care
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Basic Industries
SABR,Sabre Corporation Common Stock,Technology
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,Technology
SACC,Sachem Capital Corp. 6.875% Notes due 2024,Consumer Services
SACH,Sachem Capital Corp. Common Shares,Consumer Services
SAF,Saratoga Investment Corp 6.25% Notes due 2023,
SAFE,Safehold Inc. Common Stock,Consumer Services
SAFM,Sanderson Farms Inc. Common Stock,Consumer Non-Durables
SAFT,Safety Insurance Group Inc. Common Stock,Finance
SAGE,Sage Therapeutics Inc. Common Stock,Health Care
SAH,Sonic Automotive Inc. Common Stock,Consumer Durables
SAIA,Saia Inc. Common Stock,Transportation
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,Technology
SAII,Software Acquisition Group Inc. II Class A Common Stock,Finance
SAIIU,Software Acquisition Group Inc. II Unit,Finance
SAIIW,Software Acquisition Group Inc. II Warrant,Finance
SAIL,SailPoint Technologies Holdings Inc. Common Stock,Technology
SAK,Saratoga Investment Corp 7.25% Notes due 2025,
SAL,Salisbury Bancorp Inc. Common Stock,Finance
SALM,Salem Media Group Inc. Class A Common Stock,Consumer Services
SAM,Boston Beer Company Inc. (The) Common Stock,Consumer Non-Durables
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,Finance
SAN,Banco Santander S.A. Sponsored ADR (Spain),Finance
SANA,Sana Biotechnology Inc. Common Stock,Health Care
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Basic Industries
SANM,Sanmina Corporation Common Stock,Technology
SANW,S&W Seed Company Common Stock (NV),Consumer Non-Durables
SAP,SAP  SE ADS,Technology
SAR,Saratoga Investment Corp New,
SASR,Sandy Spring Bancorp Inc. Common Stock,Finance
SATS,EchoStar  Corporation Common Stock,Consumer Services
SAVA,Cassava Sciences Inc. Common Stock,Health Care
SAVE,Spirit Airlines Inc. Common Stock,Transportation
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),
SBAC,SBA Communications Corporation Class A Common Stock,Consumer Services
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Transportation
SBBP,Strongbridge Biopharma plc Ordinary Shares,Health Care
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance
SBEAU,SilverBox Engaged Merger Corp I Units,Finance
SBFG,SB Financial Group Inc. Common Stock,Finance
SBG,Sandbridge Acquisition Corporation Class A Common Stock,Capital Goods
SBGI,Sinclair Broadcast Group Inc. Class A Common Stock,Consumer Services
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,Consumer Services
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,
SBLK,Star Bulk Carriers Corp. Common Shares,Transportation
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,Transportation
SBNY,Signature Bank Common Stock,Finance
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,Finance
SBOW,SilverBow Resorces Inc. Common Stock,Energy
SBR,Sabine Royalty Trust Common Stock,Energy
SBRA,Sabra Health Care REIT Inc. Common Stock,Consumer Services
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Public Utilities
SBSI,Southside Bancshares Inc. Common Stock,Finance
SBSW,D/B/A Sibanye-Stillwater Limited ADS,
SBT,Sterling Bancorp Inc. Common Stock,Finance
SBTX,Silverback Therapeutics Inc. Common Stock,Health Care
SBUX,Starbucks Corporation Common Stock,Consumer Services
SC,Santander Consumer USA Holdings Inc. Common Stock,Finance
SCAQU,Stratim Cloud Acquisition Corp. Unit,Finance
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,Consumer Services
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,Consumer Services
SCCO,Southern Copper Corporation Common Stock,Basic Industries
SCD,LMP Capital and Income Fund Inc. Common Stock,
SCE^G,SCE Trust II Trust Preferred Securities,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,
SCE^L,SCE TRUST VI,
SCHL,Scholastic Corporation Common Stock,Consumer Services
SCHN,Schnitzer Steel Industries Inc. Class A Common Stock,Consumer Durables
SCHW,Charles Schwab Corporation (The) Common Stock,Finance
SCHW^C,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock Series C,
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,
SCI,Service Corporation International Common Stock,Consumer Services
SCKT,Socket Mobile Inc. Common Stock,Technology
SCL,Stepan Company Common Stock,Basic Industries
SCLEU,Broadscale Acquisition Corp. Units,Finance
SCM,Stellus Capital Investment Corporation Common Stock,
SCOA,ScION Tech Growth I Class A Ordinary Shares,Finance
SCOAU,ScION Tech Growth I Unit,Finance
SCOAW,ScION Tech Growth I Warrant,Finance
SCOBU,ScION Tech Growth II Units,Finance
SCOR,comScore Inc. Common Stock,Miscellaneous
SCPE,SC Health Corporation Class A Ordinary Shares,Finance
SCPH,scPharmaceuticals Inc. Common Stock,Health Care
SCPL,SciPlay Corporation Class A Common Stock,Technology
SCPS,Scopus BioPharma Inc. Common Stock,Health Care
SCR,Score Media and Gaming Inc. Class A Subordinate Voting Shares,Consumer Services
SCS,Steelcase Inc. Common Stock,Consumer Durables
SCSC,ScanSource Inc. Common Stock,Technology
SCU,Sculptor Capital Management Inc. Class A Common Stock,Finance
SCVL,Shoe Carnival Inc. Common Stock,Consumer Services
SCVX,SCVX Corp. Class A Ordinary Shares,Finance
SCWX,SecureWorks Corp. Class A Common Stock,Technology
SCX,L.S. Starrett Company (The) Common Stock,Capital Goods
SCYX,SCYNEXIS Inc. Common Stock,Health Care
SD,SandRidge Energy Inc. Common Stock,Energy
SDACU,Sustainable Development Acquisition I Corp. Unit,Finance
SDC,SmileDirectClub Inc. Class A Common Stock,Health Care
SDGR,Schrodinger Inc. Common Stock,Health Care
SDH,Global Internet of People Inc. Ordinary Shares,Miscellaneous
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,
SDPI,Superior Drilling Products Inc. Common Stock,Energy
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Consumer Services
SEAC,SeaChange International Inc. Common Stock,Technology
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,Finance
SEAS,SeaWorld Entertainment Inc. Common Stock,Consumer Services
SEB,Seaboard Corporation Common Stock,Consumer Services
SECO,Secoo Holding Limited ADR,Consumer Services
SEDG,SolarEdge Technologies Inc. Common Stock,Technology
SEE,Sealed Air Corporation Common Stock,Basic Industries
SEED,Origin Agritech Limited Common Stock,Consumer Non-Durables
SEEL,Seelos Therapeutics Inc. Common Stock,Health Care
SEER,Seer Inc. Class A Common Stock,Capital Goods
SEIC,SEI Investments Company Common Stock,Finance
SELB,Selecta Biosciences Inc. Common Stock,Health Care
SELF,Global Self Storage Inc. Common Stock,Consumer Services
SEM,Select Medical Holdings Corporation Common Stock,Health Care
SEMR,SEMrush Holdings Inc.,
SENEA,Seneca Foods Corp. Class A Common Stock,Consumer Non-Durables
SENEB,Seneca Foods Corp. Class B Common Stock,Consumer Non-Durables
SENS,Senseonics Holdings Inc. Common Stock,Capital Goods
SEPZ,Listed Funds Trust TrueShares Structured Outcome (September) ETF,
SESN,Sesen Bio Inc. Common Stock,Health Care
SF,Stifel Financial Corporation Common Stock,Finance
SF^A,Stifel Financial Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock Series A,Finance
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,Finance
SFBC,Sound Financial Bancorp Inc. Common Stock,Finance
SFBS,ServisFirst Bancshares Inc. Common Stock,Finance
SFE,Safeguard Scientifics Inc. New Common Stock,Finance
SFET,Safe-T Group Ltd. American Depositary Share,Technology
SFIX,Stitch Fix Inc. Class A Common Stock,Consumer Services
SFL,SFL Corporation Ltd,Transportation
SFM,Sprouts Farmers Market Inc. Common Stock,Consumer Services
SFNC,Simmons First National Corporation Class A Common Stock,Finance
SFST,Southern First Bancshares Inc. Common Stock,Finance
SFT,Shift Technologies Inc. Class A Common Stock,Consumer Durables
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock,Finance
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),Technology
SGA,Saga Communications Inc. Class A Common Stock (FL),Consumer Services
SGAM,Seaport Global Acquisition Corp. Class A Common Stock,Finance
SGAMU,Seaport Global Acquisition Corp. Unit,Finance
SGAMW,Seaport Global Acquisition Corp. Warrant,Finance
SGBX,SG Blocks Inc. Common Stock,Consumer Services
SGC,Superior Group of Companies Inc. Common Stock,Consumer Non-Durables
SGEN,Seagen Inc. Common Stock,Health Care
SGFY,Signify Health Inc. Class A Common Stock,Health Care
SGH,SMART Global Holdings Inc. Ordinary Shares,Technology
SGLB,Sigma Labs Inc. Common Stock,Consumer Durables
SGLBW,Sigma Labs Inc. Warrant,Consumer Durables
SGMA,SigmaTron International Inc. Common Stock,Technology
SGMO,Sangamo Therapeutics Inc. Common Stock,Health Care
SGMS,Scientific Games Corp Common Stock,Technology
SGOC,SGOCO Group Ltd Ordinary Shares (Cayman Islands),Technology
SGRP,SPAR Group Inc. Common Stock,Miscellaneous
SGRY,Surgery Partners Inc. Common Stock,Health Care
SGTX,Sigilon Therapeutics Inc. Common Stock,Health Care
SGU,Star Group L.P. Common Stock,Consumer Services
SHAC,SCP & CO Healthcare Acquisition Company Class A Common Stock,Finance
SHACU,SCP & CO Healthcare Acquisition Company Unit,Finance
SHACW,SCP & CO Healthcare Acquisition Company Warrant,Finance
SHAK,Shake Shack Inc. Class A Common Stock,Consumer Services
SHBI,Shore Bancshares Inc Common Stock,Finance
SHC,Sotera Health Company Common Stock,Health Care
SHEN,Shenandoah Telecommunications Co Common Stock,Public Utilities
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Finance
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,Basic Industries
SHIP,Seanergy Maritime Holdings Corp Common Stock,Transportation
SHIPW,Seanergy Maritime Holdings Corp Class A Warrants,Transportation
SHIPZ,Seanergy Maritime Holdings Corp Class B Warrant,Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,Technology
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,Energy
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,Consumer Services
SHO^E,Sunstone Hotel Investors Inc. 6.950% Series E Cumulative Redeemable Preferred Stock,
SHO^F,Sunstone Hotel Investors Inc. 6.450% Series F Cumulative Redeemable Preferred Stock,
SHOO,Steven Madden Ltd. Common Stock,Consumer Non-Durables
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Technology
SHSP,SharpSpring Inc. Common Stock,Technology
SHW,Sherwin-Williams Company (The) Common Stock,Consumer Services
SHYF,The Shyft Group Inc. Common Stock,Capital Goods
SI,Silvergate Capital Corporation Class A Common Stock,Finance
SIBN,SI-BONE Inc. Common Stock,Health Care
SIC,Select Interior Concepts Inc. Class A Common Stock,Basic Industries
SID,Companhia Siderurgica Nacional S.A. Common Stock,Capital Goods
SIEB,Siebert Financial Corp. Common Stock,Finance
SIEN,Sientra Inc. Common Stock,Health Care
SIF,SIFCO Industries Inc. Common Stock,Capital Goods
SIFY,Sify Technologies Limited American Depositary Shares,Technology
SIG,Signet Jewelers Limited Common Shares,Consumer Services
SIGA,SIGA Technologies Inc. Common Stock,Health Care
SIGI,Selective Insurance Group Inc. Common Stock,Finance
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,Finance
SII,Sprott Inc. Common Shares,Finance
SILC,Silicom Ltd Ordinary Shares,Technology
SILK,Silk Road Medical Inc. Common Stock,Health Care
SILV,SilverCrest Metals Inc. Common Shares,Basic Industries
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Basic Industries
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Technology
SINO,Sino-Global Shipping America Ltd. Common Stock,Transportation
SINT,SiNtx Technologies Inc. Common Stock,Health Care
SIOX,Sio Gene Therapies Inc. Common Stock,Health Care
SIRI,Sirius XM Holdings Inc. Common Stock,Consumer Services
SITC,SITE Centers Corp. Common Stock,Consumer Services
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,
SITC^K,SITE Centers Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),
SITE,SiteOne Landscape Supply Inc. Common Stock,Consumer Durables
SITM,SiTime Corporation Common Stock,Technology
SIVB,SVB Financial Group Common Stock,Finance
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,Finance
SIX,Six Flags Entertainment Corporation New Common Stock,Consumer Services
SJ,Scienjoy Holding Corporation Ordinary Shares,Technology
SJI,South Jersey Industries Inc. Common Stock,Public Utilities
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,Public Utilities
SJIU,South Jersey Industries Inc. Corporate Units,Public Utilities
SJIV,South Jersey Industries Inc.,
SJM,J.M. Smucker Company (The) New Common Stock,Consumer Non-Durables
SJR,Shaw Communications Inc. Common Stock,Consumer Services
SJT,San Juan Basin Royalty Trust Common Stock,Energy
SJW,SJW Group Common Stock (DE),Public Utilities
SKLZ,Skillz Inc. Class A Common Stock,
SKM,SK Telecom Co. Ltd. Common Stock,Public Utilities
SKT,Tanger Factory Outlet Centers Inc. Common Stock,Consumer Services
SKX,Skechers U.S.A. Inc. Common Stock,Consumer Non-Durables
SKY,Skyline Champion Corporation Common Stock,Basic Industries
SKYW,SkyWest Inc. Common Stock,Transportation
SLAB,Silicon Laboratories Inc. Common Stock,Technology
SLAMU,Slam Corp. Unit,Finance
SLB,Schlumberger N.V. Common Stock,Energy
SLCA,U.S. Silica Holdings Inc. Common Stock,Basic Industries
SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share,Finance
SLCRU,Silver Crest Acquisition Corporation Unit,Finance
SLCRW,Silver Crest Acquisition Corporation Warrant,Finance
SLCT,Select Bancorp Inc. Common Stock,Finance
SLDB,Solid Biosciences Inc. Common Stock,Health Care
SLF,Sun Life Financial Inc. Common Stock,Finance
SLG,SL Green Realty Corp Common Stock,Consumer Services
SLG^I,SL Green Realty Corporation Preferred Series I,
SLGG,Super League Gaming Inc. Common Stock,Consumer Services
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Health Care
SLGN,Silgan Holdings Inc. Common Stock,Consumer Durables
SLM,SLM Corporation Common Stock,Finance
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,Finance
SLN,Silence Therapeutics Plc American Depository Share,Health Care
SLNO,Soleno Therapeutics Inc. Common Stock,Health Care
SLP,Simulations Plus Inc. Common Stock,Technology
SLQT,SelectQuote Inc. Common Stock,Finance
SLRC,SLR Investment Corp. Common Stock,
SLRX,Salarius Pharmaceuticals Inc. Common Stock,Health Care
SLS,SELLAS Life Sciences Group Inc. Common Stock,Health Care
SM,SM Energy Company Common Stock,Energy
SMAR,Smartsheet Inc. Class A Common Stock,Technology
SMBC,Southern Missouri Bancorp Inc. Common Stock,Finance
SMBK,SmartFinancial Inc. Common Stock,Finance
SMCI,Super Micro Computer Inc. Common Stock,Technology
SMED,Sharps Compliance Corp. Common Stock,Basic Industries
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Finance
SMG,Scotts Miracle-Gro Company (The) Common Stock,Basic Industries
SMHI,SEACOR Marine Holdings Inc. Common Stock ,Transportation
SMID,Smith-Midland Corporation Common Stock,Capital Goods
SMIT,Schmitt Industries Inc. Common Stock,Capital Goods
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,Public Utilities
SMM,Salient Midstream Common Shares of Beneficial Interest,
SMMF,Summit Financial Group Inc. Common Stock,Finance
SMMT,Summit Therapeutics Inc. Common Stock ,Health Care
SMP,Standard Motor Products Inc. Common Stock,Capital Goods
SMPL,The Simply Good Foods Company Common Stock,Consumer Non-Durables
SMSI,Smith Micro Software Inc. Common Stock,Technology
SMTC,Semtech Corporation Common Stock,Technology
SMTI,Sanara MedTech Inc. Common Stock,Health Care
SMTS,Sierra Metals Inc. Common Stock,Basic Industries
SMTX,SMTC Corporation Common Stock,Technology
SNA,Snap-On Incorporated Common Stock,Capital Goods
SNAP,Snap Inc. Class A Common Stock,Technology
SNBR,Sleep Number Corporation Common Stock,Consumer Durables
SNCA,Seneca Biopharma Inc. Common Stock,Health Care
SNCR,Synchronoss Technologies Inc. Common Stock,Technology
SNCY,Sun Country Airlines Holdings Inc. Common Stock,Transportation
SND,Smart Sand Inc. Common Stock,Basic Industries
SNDL,Sundial Growers Inc. Common Shares,Consumer Durables
SNDR,Schneider National Inc. Common Stock,Transportation
SNDX,Syndax Pharmaceuticals Inc. Common Stock,Health Care
SNE,Sony Corporation Common Stock,Consumer Non-Durables
SNES,SenesTech Inc. Common Stock,Basic Industries
SNEX,StoneX Group Inc. Common Stock,Finance
SNFCA,Security National Financial Corporation Class A Common Stock,Finance
SNGX,Soligenix Inc. Common Stock,Health Care
SNGXW,Soligenix Inc. Warrant,Health Care
SNMP,Evolve Transition Infrastructure LP Common Stock,Energy
SNN,Smith & Nephew SNATS Inc. Common Stock,Health Care
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,Health Care
SNOW,Snowflake Inc. Class A Common Stock,Technology
SNP,China Petroleum & Chemical Corporation Common Stock,Energy
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,Finance
SNPS,Synopsys Inc. Common Stock,Technology
SNR,New Senior Investment Group Inc. Common Stock,Consumer Services
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,Finance
SNRHU,Senior Connect Acquisition Corp. I Unit,Finance
SNRHW,Senior Connect Acquisition Corp. I Warrant,Finance
SNSE,Sensei Biotherapeutics Inc. Common Stock,Health Care
SNV,Synovus Financial Corp. Common Stock,Finance
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,
SNX,Synnex Corporation Common Stock,Technology
SNY,Sanofi ADR,Health Care
SO,Southern Company (The) Common Stock,Public Utilities
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,Finance
SOGO,Sogou Inc. American Depositary Shares each representing one Class A Ordinary Share,Technology
SOHO,Sotherly Hotels Inc. Common Stock,Consumer Services
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Consumer Services
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,Consumer Services
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Consumer Services
SOHU,Sohu.com Limited American Depositary Shares,Technology
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,Energy
SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,Public Utilities
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,Public Utilities
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,Public Utilities
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,Public Utilities
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),Technology
SOLN,Southern Company (The) 2019 Series A Corporate Units,Public Utilities
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,Capital Goods
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,Capital Goods
SOLY,Soliton Inc. Common Stock,Health Care
SON,Sonoco Products Company Common Stock,Consumer Durables
SONA,Southern National Bancorp of Virginia Inc. Common Stock,Finance
SONM,Sonim Technologies Inc. Common Stock,Public Utilities
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,Health Care
SONO,Sonos Inc. Common Stock,Consumer Non-Durables
SOR,Source Capital Inc. Common Stock,
SOS,SOS Limited American Depositary Shares,Finance
SP,SP Plus Corporation Common Stock,Consumer Services
SPB,Spectrum Brands Holdings Inc. Common Stock,Miscellaneous
SPCB,SuperCom Ltd. Ordinary Shares (Israel),Technology
SPCE,Virgin Galactic Holdings Inc. Common Stock,Consumer Services
SPE,Special Opportunities Fund Inc Common Stock,
SPE^B,Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock Series B,
SPFI,South Plains Financial Inc. Common Stock,Finance
SPFR,Jaws Spitfire Acquisition Corporation Class A Ordinary Shares,Finance
SPG,Simon Property Group Inc. Common Stock,Consumer Services
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,
SPGI,S&P Global Inc. Common Stock,Finance
SPH,Suburban Propane Partners L.P. Common Stock,Consumer Services
SPI,SPI Energy Co. Ltd. Ordinary Shares,Technology
SPKBU,Silver Spike Acquisition Corp II Units,Finance
SPKE,Spark Energy Inc. Class A Common Stock,Public Utilities
SPKEP,Spark Energy Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Public Utilities
SPLK,Splunk Inc. Common Stock,Technology
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Capital Goods
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,
SPNE,SeaSpine Holdings Corporation Common Stock,Health Care
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),Technology
SPNT,SiriusPoint Ltd. Common Shares,Finance
SPNV,Supernova Partners Acquisition Company Inc. Class A Common Stock,Finance
SPOK,Spok Holdings Inc. Common Stock,Public Utilities
SPOT,Spotify Technology S.A. Ordinary Shares,Consumer Services
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,Health Care
SPR,Spirit Aerosystems Holdings Inc. Common Stock,Capital Goods
SPRB,Spruce Biosciences Inc. Common Stock,Health Care
SPRO,Spero Therapeutics Inc. Common Stock,Health Care
SPRQ,Spartan Acquisition Corp. II Class A Common Stock,Finance
SPRT,Support.com Inc. Common Stock,Technology
SPSC,SPS Commerce Inc. Common Stock,Technology
SPT,Sprout Social Inc Class A Common Stock,Technology
SPTKU,SportsTek Acquisition Corp. Unit,Finance
SPTN,SpartanNash Company Common Stock,Consumer Non-Durables
SPWH,Sportsman's Warehouse Holdings Inc. Common Stock,Consumer Services
SPWR,SunPower Corporation Common Stock,Technology
SPXC,SPX Corporation Common Stock,Technology
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,
SQ,Square Inc. Class A Common Stock,Technology
SQBG,Sequential Brands Group Inc. Common Stock,Consumer Non-Durables
SQFT,Presidio Property Trust Inc. Class A Common Stock,Consumer Services
SQM,Sociedad Quimica y Minera S.A. Common Stock,Basic Industries
SQNS,Sequans Communications S.A. American Depositary Shares,Technology
SQZ,SQZ Biotechnologies Company Common Stock,Health Care
SR,Spire Inc. Common Stock,Public Utilities
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,
SRAC,Stable Road Acquisition Corp. Class A Common Stock,Capital Goods
SRACU,Stable Road Acquisition Corp. Unit,Capital Goods
SRACW,Stable Road Acquisition Corp. Warrant,Capital Goods
SRAX,SRAX Inc. Class A Common Stock,Technology
SRC,Spirit Realty Capital Inc. Common Stock,Consumer Services
SRC^A,Spirit Realty Capital Inc. 6.000% Series A Cumulative Redeemable Preferred Stock,
SRCE,1st Source Corporation Common Stock,Finance
SRCL,Stericycle Inc. Common Stock,Basic Industries
SRDX,Surmodics Inc. Common Stock,Health Care
SRE,Sempra Energy Common Stock,Public Utilities
SRE^B,Sempra Energy 6.75% Mandatory Convertible Preferred Stock Series B,
SREA,Sempra Energy 5.750% Junior Subordinated Notes due 2079,Public Utilities
SREV,ServiceSource International Inc. Common Stock,Miscellaneous
SRG,Seritage Growth Properties Class A Common Stock,Finance
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,
SRGA,Surgalign Holdings Inc. Common Stock,Health Care
SRI,Stoneridge Inc. Common Stock,Capital Goods
SRL,Scully Royalty Ltd.,
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,Energy
SRNE,Sorrento Therapeutics Inc.  Common Stock,Health Care
SRNGU,Soaring Eagle Acquisition Corp. Unit,Finance
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care
SRRA,Sierra Oncology Inc. Common Stock,Health Care
SRRK,Scholar Rock Holding Corporation Common Stock,Health Care
SRSA,Sarissa Capital Acquisition Corp. Class A Ordinary Shares,Finance
SRSAU,Sarissa Capital Acquisition Corp. Unit,Finance
SRSAW,Sarissa Capital Acquisition Corp. Warrants,Finance
SRT,StarTek Inc. Common Stock,Technology
SRTS,Sensus Healthcare Inc. Common Stock,Health Care
SRV,Cushing MLP & Infrastructure Total Return Fund,
SSAA,Science Strategic Acquisition Corp. Alpha Class A Common Stock,Finance
SSAAU,Science Strategic Acquisition Corp. Alpha Unit,Finance
SSAAW,Science Strategic Acquisition Corp. Alpha Warrant,Finance
SSB,South State Corporation Common Stock,Finance
SSBI,Summit State Bank Common Stock,
SSD,Simpson Manufacturing Company Inc. Common Stock,Capital Goods
SSKN,Strata Skin Sciences Inc. Common Stock,Health Care
SSL,Sasol Ltd. American Depositary Shares,Energy
SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology
SSNT,SilverSun Technologies Inc. Common Stock,Miscellaneous
SSP,E.W. Scripps Company (The) Class A Common Stock,Consumer Services
SSPK,Silver Spike Acquisition Corp. Class A Ordinary Shares,Technology
SSPKU,Silver Spike Acquisition Corp. Units,Technology
SSPKW,Silver Spike Acquisition Corp. Warrants,Technology
SSRM,SSR Mining Inc. Common Stock,Basic Industries
SSSS,SuRo Capital Corp. Common Stock,
SSTI,ShotSpotter Inc. Common Stock,Technology
SSTK,Shutterstock Inc. Common Stock,Technology
SSY,SunLink Health Systems Inc. Common Stock,Health Care
SSYS,Stratasys Ltd. Ordinary Shares (Israel),Technology
ST,Sensata Technologies Holding plc Ordinary Shares,Capital Goods
STAA,STAAR Surgical Company Common Stock,Health Care
STAF,Staffing 360 Solutions Inc. Common Stock (DE),Technology
STAG,Stag Industrial Inc. Common Stock,Consumer Services
STAG^C,Stag Industrial Inc. 6.875% Series C Cumulative Redeemable Preferred Stock,
STAR          ,iStar Inc. Common Stock,Consumer Services
STAR^D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,
STAR^G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,
